TransactionID,CustomerID,TransactionDate,TransactionType,Amount,ProductCategory,ProductSubcategory,BranchCity,BranchLat,BranchLong,Channel,Currency,CreditCardFees,InsuranceFees,LatePaymentAmount,CustomerScore,MonthlyIncome,CustomerSegment,RecommendedOffer,Amount_EUR,CreditCardFees_EUR,InsuranceFees_EUR,LatePaymentAmount_EUR,MonthlyIncome_EUR
3563,5188,2023-10-13,Transfer,6325.56982096345,Credit Card,Student,Seville,37.3891,-5.9845,Branch,EUR,12.68,0.0,0.0,532,4098.7,Middle Income Segment,Gold Card with Travel Benefits,6325.57,12.68,0.0,0.0,4098.7
3564,1238,2023-04-14,Withdrawal,343.3917369921554,Credit Card,Gold,Malaga,36.7213,-4.4214,Online,EUR,40.43,0.0,0.0,493,6696.48,Middle Income Segment,Gold Card with Travel Benefits,343.39,40.43,0.0,0.0,6696.48
3565,1204,2024-12-15,Fee,1019.10906934631,Mortgage,Student,Zaragoza,41.6488,-0.8891,Mobile,EUR,0.0,0.0,0.0,836,9509.84,High Income Segment,Exclusive Platinum Package,1019.11,0.0,0.0,0.0,9509.84
3566,6552,2025-03-02,Deposit,1283.463253131304,Mortgage,Platinum,Seville,37.3891,-5.9845,Online,USD,0.0,0.0,0.0,511,8476.38,High Income Segment,Exclusive Platinum Package,1106.43,0.0,0.0,0.0,7307.22
3567,5927,2023-12-22,Deposit,12701.05484798351,Mortgage,Business,Zaragoza,41.6488,-0.8891,Branch,USD,0.0,0.0,0.0,792,6641.15,Middle Income Segment,Mid-tier Savings Booster,10949.19,0.0,0.0,0.0,5725.13
3568,5390,2024-08-12,Withdrawal,9064.722184517248,Credit Card,Platinum,Barcelona,41.3874,2.1686,Mobile,EUR,48.82,0.0,0.0,412,2517.47,Low Income Segment,Financial Literacy Program Access,9064.72,48.82,0.0,0.0,2517.47
3569,3687,2024-10-11,Withdrawal,2186.193325652712,Savings Account,Platinum,Bilbao,43.263,-2.935,Online,EUR,0.0,0.0,0.0,580,5549.48,Middle Income Segment,Mid-tier Savings Booster,2186.19,0.0,0.0,0.0,5549.48
3570,5951,2023-07-09,Deposit,8557.855753009757,Credit Card,Platinum,Barcelona,41.3874,2.1686,Online,EUR,20.09,0.0,0.0,382,5901.65,Middle Income Segment,Gold Card with Travel Benefits,8557.86,20.09,0.0,0.0,5901.65
3571,7160,2024-07-03,Withdrawal,5919.323230575086,Loan,Gold,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,79.69,0.0,435,3768.31,Middle Income Segment,Personal Loan Cashback Offer,5919.32,0.0,79.69,0.0,3768.31
3572,6388,2025-05-02,Loan Payment,5985.665904690944,Mortgage,Platinum,Barcelona,41.3874,2.1686,ATM,EUR,0.0,0.0,199.4,389,8750.96,High Income Segment,Exclusive Platinum Package,5985.67,0.0,0.0,199.4,8750.96
3573,6126,2023-09-13,Transfer,4146.255100696235,Checking Account,Platinum,Murcia,37.9847,-1.1287,Online,EUR,0.0,0.0,0.0,467,8445.58,High Income Segment,Premium Investment Services,4146.26,0.0,0.0,0.0,8445.58
3574,1816,2025-05-03,Loan Payment,7731.082461045222,Credit Card,Platinum,Malaga,36.7213,-4.4214,Online,USD,21.97,0.0,83.1,333,2587.35,Low Income Segment,Financial Literacy Program Access,6664.73,18.94,0.0,71.64,2230.47
3575,1192,2023-08-24,Fee,1750.957117586774,Checking Account,Standard,Bilbao,43.263,-2.935,Mobile,USD,0.0,0.0,0.0,625,2302.04,Low Income Segment,Financial Literacy Program Access,1509.45,0.0,0.0,0.0,1984.52
3576,2776,2024-07-11,Withdrawal,1508.539985345494,Savings Account,Gold,Seville,37.3891,-5.9845,Online,EUR,0.0,0.0,0.0,835,2800.89,Low Income Segment,No-Fee Basic Account,1508.54,0.0,0.0,0.0,2800.89
3577,4645,2024-04-20,Withdrawal,8304.569256601295,Credit Card,Gold,Seville,37.3891,-5.9845,Online,USD,48.44,0.0,0.0,724,9628.66,High Income Segment,Exclusive Platinum Package,7159.11,41.76,0.0,0.0,8300.57
3578,7314,2024-01-29,Fee,4569.365271221747,Savings Account,Standard,Madrid,40.4168,-3.7038,Online,USD,0.0,0.0,0.0,432,5056.1,Middle Income Segment,Mid-tier Savings Booster,3939.11,0.0,0.0,0.0,4358.71
3579,9442,2023-03-17,Transfer,617.9561986724107,Savings Account,Gold,Madrid,40.4168,-3.7038,Branch,EUR,0.0,0.0,0.0,739,6122.18,Middle Income Segment,Mid-tier Savings Booster,617.96,0.0,0.0,0.0,6122.18
3580,2788,2023-06-02,Deposit,6898.058924971593,Credit Card,Student,Murcia,37.9847,-1.1287,ATM,EUR,25.56,0.0,0.0,494,3074.81,Middle Income Segment,Gold Card with Travel Benefits,6898.06,25.56,0.0,0.0,3074.81
3581,8374,2025-04-10,Loan Payment,103.78926485384,Credit Card,Gold,Zaragoza,41.6488,-0.8891,Online,EUR,19.09,0.0,96.68,789,4730.68,Middle Income Segment,Gold Card with Travel Benefits,103.79,19.09,0.0,96.68,4730.68
3582,4700,2023-03-12,Transfer,1231.757340611717,Savings Account,Gold,Bilbao,43.263,-2.935,ATM,EUR,0.0,0.0,0.0,369,8525.87,High Income Segment,Premium Investment Services,1231.76,0.0,0.0,0.0,8525.87
3583,4893,2023-02-03,Deposit,1036.422763493428,Mortgage,Platinum,Malaga,36.7213,-4.4214,Branch,EUR,0.0,0.0,0.0,302,9284.59,High Income Segment,Exclusive Platinum Package,1036.42,0.0,0.0,0.0,9284.59
3584,7811,2024-04-22,Deposit,5045.93259784559,Credit Card,Standard,Valencia,39.4699,-0.3763,Mobile,EUR,35.78,0.0,0.0,595,9788.7,High Income Segment,Exclusive Platinum Package,5045.93,35.78,0.0,0.0,9788.7
3585,3679,2024-12-21,Withdrawal,1716.093299468517,Savings Account,Business,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,0.0,0.0,423,8591.26,High Income Segment,Premium Investment Services,1716.09,0.0,0.0,0.0,8591.26
3586,4904,2024-07-02,Fee,1719.051507283141,Loan,Platinum,Zaragoza,41.6488,-0.8891,Mobile,EUR,0.0,46.87,0.0,739,3124.38,Middle Income Segment,Personal Loan Cashback Offer,1719.05,0.0,46.87,0.0,3124.38
3587,8260,2025-02-02,Card Payment,10.30103211128488,Checking Account,Student,Bilbao,43.263,-2.935,Branch,EUR,0.0,0.0,0.0,718,8900.45,High Income Segment,Premium Investment Services,10.3,0.0,0.0,0.0,8900.45
3588,1504,2023-12-02,Withdrawal,4829.969788960883,Loan,Gold,Seville,37.3891,-5.9845,ATM,EUR,0.0,73.29,0.0,731,9193.78,High Income Segment,Premium Investment Services,4829.97,0.0,73.29,0.0,9193.78
3589,7773,2025-02-01,Card Payment,2887.211745524637,Credit Card,Platinum,Barcelona,41.3874,2.1686,Branch,USD,30.1,0.0,0.0,375,5481.08,Middle Income Segment,Gold Card with Travel Benefits,2488.98,25.95,0.0,0.0,4725.07
3590,4816,2024-03-09,Fee,466.0002032010786,Credit Card,Business,Madrid,40.4168,-3.7038,Mobile,EUR,45.39,0.0,0.0,706,1922.54,Low Income Segment,Financial Literacy Program Access,466.0,45.39,0.0,0.0,1922.54
3591,1717,2023-03-14,Withdrawal,8332.846965082348,Credit Card,Student,Barcelona,41.3874,2.1686,Mobile,EUR,14.18,0.0,0.0,371,9587.4,High Income Segment,Exclusive Platinum Package,8332.85,14.18,0.0,0.0,9587.4
3592,5434,2024-04-20,Loan Payment,4023.699794093827,Credit Card,Gold,Madrid,40.4168,-3.7038,ATM,EUR,20.82,0.0,118.23,358,3949.68,Middle Income Segment,Gold Card with Travel Benefits,4023.7,20.82,0.0,118.23,3949.68
3593,1658,2024-09-18,Withdrawal,9622.839354709331,Loan,Gold,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,21.29,0.0,702,6790.51,Middle Income Segment,Personal Loan Cashback Offer,9622.84,0.0,21.29,0.0,6790.51
3594,6057,2025-01-04,Loan Payment,6296.999501252067,Mortgage,Business,Bilbao,43.263,-2.935,Branch,EUR,0.0,0.0,165.14,798,1132.98,Low Income Segment,Financial Literacy Program Access,6297.0,0.0,0.0,165.14,1132.98
3595,5008,2023-06-01,Card Payment,341.4229571038863,Savings Account,Business,Madrid,40.4168,-3.7038,Mobile,EUR,0.0,0.0,0.0,839,3971.27,Middle Income Segment,Mid-tier Savings Booster,341.42,0.0,0.0,0.0,3971.27
3596,5994,2023-07-15,Transfer,1969.631569200773,Savings Account,Business,Malaga,36.7213,-4.4214,Branch,EUR,0.0,0.0,0.0,380,4800.18,Middle Income Segment,Mid-tier Savings Booster,1969.63,0.0,0.0,0.0,4800.18
3597,5234,2024-10-05,Transfer,4420.651151845062,Savings Account,Student,Malaga,36.7213,-4.4214,Branch,USD,0.0,0.0,0.0,344,3317.51,Middle Income Segment,Mid-tier Savings Booster,3810.91,0.0,0.0,0.0,2859.92
3598,4764,2024-11-10,Card Payment,68.34863471265098,Checking Account,Student,Bilbao,43.263,-2.935,Online,USD,0.0,0.0,0.0,325,9140.56,High Income Segment,Premium Investment Services,58.92,0.0,0.0,0.0,7879.79
3599,5637,2023-11-25,Card Payment,8758.245034798525,Credit Card,Platinum,Bilbao,43.263,-2.935,Branch,EUR,14.9,0.0,0.0,330,7906.88,High Income Segment,Exclusive Platinum Package,8758.25,14.9,0.0,0.0,7906.88
3600,3104,2024-12-13,Withdrawal,8158.460765200725,Loan,Business,Seville,37.3891,-5.9845,Branch,EUR,0.0,37.52,0.0,382,1249.81,Low Income Segment,Financial Literacy Program Access,8158.46,0.0,37.52,0.0,1249.81
3601,7801,2024-07-29,Transfer,12362.24633158809,Loan,Gold,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,63.94,0.0,331,5286.33,Middle Income Segment,Personal Loan Cashback Offer,12362.25,0.0,63.94,0.0,5286.33
3602,9575,2024-05-13,Deposit,11375.9366491573,Loan,Standard,Zaragoza,41.6488,-0.8891,Mobile,EUR,0.0,70.21,0.0,309,6708.56,Middle Income Segment,Personal Loan Cashback Offer,11375.94,0.0,70.21,0.0,6708.56
3603,3607,2024-01-24,Loan Payment,12949.25753051595,Mortgage,Gold,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,16.24,769,2986.67,Low Income Segment,Financial Literacy Program Access,12949.26,0.0,0.0,16.24,2986.67
3604,9385,2023-11-25,Card Payment,376.3057767841798,Credit Card,Business,Zaragoza,41.6488,-0.8891,Online,EUR,10.3,0.0,0.0,346,5533.91,Middle Income Segment,Gold Card with Travel Benefits,376.31,10.3,0.0,0.0,5533.91
3605,4719,2024-10-27,Fee,1401.486170692566,Savings Account,Gold,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,0.0,323,6128.87,Middle Income Segment,Mid-tier Savings Booster,1401.49,0.0,0.0,0.0,6128.87
3606,3581,2024-08-15,Loan Payment,1872.364334752348,Savings Account,Platinum,Bilbao,43.263,-2.935,Mobile,EUR,0.0,0.0,181.53,625,3725.24,Middle Income Segment,Mid-tier Savings Booster,1872.36,0.0,0.0,181.53,3725.24
3607,3565,2024-11-25,Withdrawal,6848.105878547263,Credit Card,Business,Malaga,36.7213,-4.4214,Online,EUR,23.09,0.0,0.0,540,1628.3,Low Income Segment,Financial Literacy Program Access,6848.11,23.09,0.0,0.0,1628.3
3608,3763,2024-06-12,Transfer,3237.21318046934,Savings Account,Student,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,0.0,0.0,354,7227.09,High Income Segment,Premium Investment Services,3237.21,0.0,0.0,0.0,7227.09
3609,7328,2025-05-03,Transfer,860.5606336400024,Savings Account,Standard,Murcia,37.9847,-1.1287,ATM,EUR,0.0,0.0,0.0,550,4570.85,Middle Income Segment,Mid-tier Savings Booster,860.56,0.0,0.0,0.0,4570.85
3610,6991,2024-06-06,Deposit,7209.778845961794,Credit Card,Business,Malaga,36.7213,-4.4214,Online,EUR,6.64,0.0,0.0,482,4158.41,Middle Income Segment,Gold Card with Travel Benefits,7209.78,6.64,0.0,0.0,4158.41
3611,4406,2024-09-19,Transfer,1942.819988787342,Loan,Gold,Zaragoza,41.6488,-0.8891,Mobile,USD,0.0,29.03,0.0,707,1020.9,Low Income Segment,Financial Literacy Program Access,1674.84,0.0,25.03,0.0,880.09
3612,9923,2023-06-09,Withdrawal,3563.463096986093,Checking Account,Gold,Bilbao,43.263,-2.935,Branch,EUR,0.0,0.0,0.0,471,6330.73,Middle Income Segment,Mid-tier Savings Booster,3563.46,0.0,0.0,0.0,6330.73
3613,5780,2023-10-23,Withdrawal,5664.941515598418,Credit Card,Business,Murcia,37.9847,-1.1287,Mobile,EUR,47.4,0.0,0.0,323,7348.7,High Income Segment,Exclusive Platinum Package,5664.94,47.4,0.0,0.0,7348.7
3614,5177,2023-12-03,Fee,4343.665382794961,Savings Account,Student,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,0.0,0.0,375,4249.81,Middle Income Segment,Mid-tier Savings Booster,4343.67,0.0,0.0,0.0,4249.81
3615,7476,2025-04-24,Loan Payment,3150.914697228714,Savings Account,Student,Seville,37.3891,-5.9845,ATM,EUR,0.0,0.0,17.21,669,6568.77,Middle Income Segment,Mid-tier Savings Booster,3150.91,0.0,0.0,17.21,6568.77
3616,3604,2023-01-23,Loan Payment,7446.133422946785,Checking Account,Business,Murcia,37.9847,-1.1287,Online,EUR,0.0,0.0,93.82,440,6940.73,Middle Income Segment,Mid-tier Savings Booster,7446.13,0.0,0.0,93.82,6940.73
3617,9181,2023-12-04,Loan Payment,7755.008428191291,Checking Account,Gold,Murcia,37.9847,-1.1287,ATM,USD,0.0,0.0,143.37,722,9357.65,High Income Segment,Premium Investment Services,6685.35,0.0,0.0,123.59,8066.94
3618,3382,2023-01-06,Fee,3971.582035372403,Checking Account,Gold,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,0.0,0.0,387,9381.24,High Income Segment,Premium Investment Services,3971.58,0.0,0.0,0.0,9381.24
3619,1531,2025-01-09,Fee,512.8134556363324,Credit Card,Student,Seville,37.3891,-5.9845,ATM,EUR,4.5,0.0,0.0,450,3390.65,Middle Income Segment,Gold Card with Travel Benefits,512.81,4.5,0.0,0.0,3390.65
3620,7079,2024-06-06,Fee,363.6889685794906,Loan,Gold,Murcia,37.9847,-1.1287,Branch,EUR,0.0,46.74,0.0,847,5861.8,Middle Income Segment,Personal Loan Cashback Offer,363.69,0.0,46.74,0.0,5861.8
3621,1634,2023-03-29,Deposit,6673.392258601678,Checking Account,Standard,Madrid,40.4168,-3.7038,Branch,EUR,0.0,0.0,0.0,663,6371.81,Middle Income Segment,Mid-tier Savings Booster,6673.39,0.0,0.0,0.0,6371.81
3622,1002,2023-08-19,Fee,7455.169420404788,Mortgage,Standard,Madrid,40.4168,-3.7038,Online,EUR,0.0,0.0,0.0,648,4044.38,Middle Income Segment,Mid-tier Savings Booster,7455.17,0.0,0.0,0.0,4044.38
3623,9397,2023-02-01,Transfer,4562.123063680191,Loan,Standard,Bilbao,43.263,-2.935,Branch,EUR,0.0,94.64,0.0,786,1980.44,Low Income Segment,Financial Literacy Program Access,4562.12,0.0,94.64,0.0,1980.44
3624,6951,2024-11-12,Card Payment,2223.744079666412,Checking Account,Standard,Valencia,39.4699,-0.3763,Online,EUR,0.0,0.0,0.0,503,5912.53,Middle Income Segment,Mid-tier Savings Booster,2223.74,0.0,0.0,0.0,5912.53
3625,6626,2025-01-10,Deposit,1409.167788182339,Savings Account,Platinum,Malaga,36.7213,-4.4214,Mobile,USD,0.0,0.0,0.0,508,1320.4,Low Income Segment,No-Fee Basic Account,1214.8,0.0,0.0,0.0,1138.28
3626,8739,2024-03-18,Transfer,721.340770443515,Credit Card,Standard,Malaga,36.7213,-4.4214,Online,EUR,48.51,0.0,0.0,355,3191.14,Middle Income Segment,Gold Card with Travel Benefits,721.34,48.51,0.0,0.0,3191.14
3627,7003,2025-05-01,Loan Payment,1514.824945109853,Savings Account,Platinum,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,0.0,76.57,377,1969.46,Low Income Segment,No-Fee Basic Account,1514.82,0.0,0.0,76.57,1969.46
3628,3890,2023-02-04,Withdrawal,3218.103909947703,Savings Account,Gold,Seville,37.3891,-5.9845,Mobile,EUR,0.0,0.0,0.0,700,4561.42,Middle Income Segment,Mid-tier Savings Booster,3218.1,0.0,0.0,0.0,4561.42
3629,7239,2024-12-09,Loan Payment,3773.866092944379,Credit Card,Student,Barcelona,41.3874,2.1686,Mobile,EUR,12.54,0.0,168.56,713,1123.69,Low Income Segment,Financial Literacy Program Access,3773.87,12.54,0.0,168.56,1123.69
3630,9026,2023-09-19,Fee,11769.13941645699,Loan,Standard,Zaragoza,41.6488,-0.8891,Mobile,EUR,0.0,79.25,0.0,687,1492.85,Low Income Segment,Financial Literacy Program Access,11769.14,0.0,79.25,0.0,1492.85
3631,4306,2025-02-27,Withdrawal,3334.530295550816,Savings Account,Standard,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,0.0,0.0,643,1645.72,Low Income Segment,No-Fee Basic Account,3334.53,0.0,0.0,0.0,1645.72
3632,1897,2023-01-16,Loan Payment,10729.17844068585,Loan,Standard,Murcia,37.9847,-1.1287,ATM,EUR,0.0,58.18,127.58,404,4413.88,Middle Income Segment,Personal Loan Cashback Offer,10729.18,0.0,58.18,127.58,4413.88
3633,1670,2025-02-05,Deposit,1125.29825316887,Credit Card,Platinum,Bilbao,43.263,-2.935,Mobile,EUR,29.03,0.0,0.0,621,3394.04,Middle Income Segment,Gold Card with Travel Benefits,1125.3,29.03,0.0,0.0,3394.04
3634,8291,2024-11-29,Fee,3517.361884388124,Checking Account,Standard,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,0.0,0.0,341,9811.8,High Income Segment,Premium Investment Services,3517.36,0.0,0.0,0.0,9811.8
3635,2505,2023-05-13,Loan Payment,211.4789199440958,Savings Account,Platinum,Madrid,40.4168,-3.7038,ATM,EUR,0.0,0.0,100.75,719,1763.09,Low Income Segment,No-Fee Basic Account,211.48,0.0,0.0,100.75,1763.09
3636,7460,2024-12-12,Withdrawal,4464.905249487443,Savings Account,Standard,Valencia,39.4699,-0.3763,Online,EUR,0.0,0.0,0.0,555,6302.16,Middle Income Segment,Mid-tier Savings Booster,4464.91,0.0,0.0,0.0,6302.16
3637,6167,2024-05-26,Transfer,1444.911674935345,Credit Card,Student,Barcelona,41.3874,2.1686,Online,EUR,4.68,0.0,0.0,803,8477.41,High Income Segment,Exclusive Platinum Package,1444.91,4.68,0.0,0.0,8477.41
3638,6255,2025-02-09,Loan Payment,7879.963471349652,Credit Card,Standard,Seville,37.3891,-5.9845,Online,USD,5.51,0.0,163.22,654,2408.42,Low Income Segment,Financial Literacy Program Access,6793.07,4.75,0.0,140.71,2076.22
3639,1249,2023-01-22,Deposit,7204.382781376722,Checking Account,Platinum,Seville,37.3891,-5.9845,ATM,EUR,0.0,0.0,0.0,706,6891.42,Middle Income Segment,Mid-tier Savings Booster,7204.38,0.0,0.0,0.0,6891.42
3640,7457,2023-04-12,Withdrawal,4327.692496232408,Credit Card,Student,Seville,37.3891,-5.9845,Mobile,EUR,6.14,0.0,0.0,443,6796.77,Middle Income Segment,Gold Card with Travel Benefits,4327.69,6.14,0.0,0.0,6796.77
3641,2892,2023-03-28,Loan Payment,5810.547275335457,Mortgage,Gold,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,0.0,128.79,825,6390.92,Middle Income Segment,Mid-tier Savings Booster,5810.55,0.0,0.0,128.79,6390.92
3642,4439,2024-11-22,Transfer,8947.663495558394,Mortgage,Gold,Barcelona,41.3874,2.1686,Online,EUR,0.0,0.0,0.0,777,3538.9,Middle Income Segment,Mid-tier Savings Booster,8947.66,0.0,0.0,0.0,3538.9
3643,3854,2025-03-10,Fee,7243.925328254203,Credit Card,Student,Zaragoza,41.6488,-0.8891,ATM,EUR,11.2,0.0,0.0,310,9144.22,High Income Segment,Exclusive Platinum Package,7243.93,11.2,0.0,0.0,9144.22
3644,4792,2023-01-26,Fee,5037.165712894795,Checking Account,Gold,Malaga,36.7213,-4.4214,Online,USD,0.0,0.0,0.0,321,3195.23,Middle Income Segment,Mid-tier Savings Booster,4342.38,0.0,0.0,0.0,2754.51
3645,6330,2023-11-04,Fee,32.0944037804575,Mortgage,Student,Madrid,40.4168,-3.7038,ATM,USD,0.0,0.0,0.0,786,7134.69,High Income Segment,Exclusive Platinum Package,27.67,0.0,0.0,0.0,6150.59
3646,8871,2024-01-04,Card Payment,3921.36097919973,Savings Account,Standard,Valencia,39.4699,-0.3763,Online,EUR,0.0,0.0,0.0,681,4620.41,Middle Income Segment,Mid-tier Savings Booster,3921.36,0.0,0.0,0.0,4620.41
3647,9235,2025-02-25,Withdrawal,1155.969190922772,Checking Account,Gold,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,0.0,0.0,525,9195.08,High Income Segment,Premium Investment Services,1155.97,0.0,0.0,0.0,9195.08
3648,4612,2023-09-29,Card Payment,4403.800711276017,Credit Card,Business,Barcelona,41.3874,2.1686,Online,EUR,19.35,0.0,0.0,539,8999.67,High Income Segment,Exclusive Platinum Package,4403.8,19.35,0.0,0.0,8999.67
3649,3618,2025-01-01,Transfer,4217.776813254052,Mortgage,Business,Madrid,40.4168,-3.7038,ATM,EUR,0.0,0.0,0.0,745,3162.23,Middle Income Segment,Mid-tier Savings Booster,4217.78,0.0,0.0,0.0,3162.23
3650,5678,2024-08-12,Transfer,7236.29960532183,Checking Account,Student,Murcia,37.9847,-1.1287,ATM,EUR,0.0,0.0,0.0,450,4837.37,Middle Income Segment,Mid-tier Savings Booster,7236.3,0.0,0.0,0.0,4837.37
3651,4163,2023-10-26,Loan Payment,2507.030545496668,Savings Account,Business,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,0.0,61.49,444,1996.09,Low Income Segment,No-Fee Basic Account,2507.03,0.0,0.0,61.49,1996.09
3652,3942,2024-05-21,Fee,5112.073678699579,Credit Card,Student,Malaga,36.7213,-4.4214,Branch,EUR,31.75,0.0,0.0,412,5105.16,Middle Income Segment,Gold Card with Travel Benefits,5112.07,31.75,0.0,0.0,5105.16
3653,9411,2023-02-27,Withdrawal,956.9448805909637,Loan,Gold,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,91.57,0.0,429,1671.83,Low Income Segment,Financial Literacy Program Access,956.94,0.0,91.57,0.0,1671.83
3654,2925,2023-06-11,Card Payment,13372.13184513673,Mortgage,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,0.0,772,8139.02,High Income Segment,Exclusive Platinum Package,13372.13,0.0,0.0,0.0,8139.02
3655,3972,2023-07-19,Card Payment,1196.077723790713,Savings Account,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,0.0,626,8599.09,High Income Segment,Premium Investment Services,1196.08,0.0,0.0,0.0,8599.09
3656,1990,2023-11-17,Fee,3232.574606767961,Checking Account,Standard,Zaragoza,41.6488,-0.8891,Online,USD,0.0,0.0,0.0,400,7608.75,High Income Segment,Premium Investment Services,2786.7,0.0,0.0,0.0,6559.27
3657,2812,2024-07-24,Card Payment,14681.01434285924,Mortgage,Gold,Murcia,37.9847,-1.1287,Branch,USD,0.0,0.0,0.0,563,6796.33,Middle Income Segment,Mid-tier Savings Booster,12656.05,0.0,0.0,0.0,5858.91
3658,9995,2023-12-15,Fee,1710.226443976181,Mortgage,Student,Valencia,39.4699,-0.3763,Mobile,USD,0.0,0.0,0.0,615,6431.25,Middle Income Segment,Mid-tier Savings Booster,1474.33,0.0,0.0,0.0,5544.18
3659,1489,2023-02-05,Loan Payment,7030.879057612276,Credit Card,Gold,Zaragoza,41.6488,-0.8891,Branch,EUR,48.36,0.0,144.74,352,4497.99,Middle Income Segment,Gold Card with Travel Benefits,7030.88,48.36,0.0,144.74,4497.99
3660,6876,2023-11-15,Loan Payment,1301.256026640943,Savings Account,Business,Valencia,39.4699,-0.3763,ATM,EUR,0.0,0.0,7.03,647,1244.57,Low Income Segment,No-Fee Basic Account,1301.26,0.0,0.0,7.03,1244.57
3661,4645,2023-03-23,Loan Payment,6263.47470621677,Mortgage,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,5.85,300,1034.81,Low Income Segment,Financial Literacy Program Access,6263.47,0.0,0.0,5.85,1034.81
3662,8081,2023-06-02,Deposit,6239.70935151397,Mortgage,Business,Murcia,37.9847,-1.1287,ATM,EUR,0.0,0.0,0.0,463,7769.42,High Income Segment,Exclusive Platinum Package,6239.71,0.0,0.0,0.0,7769.42
3663,3891,2025-02-21,Deposit,4650.376407359022,Savings Account,Standard,Murcia,37.9847,-1.1287,Branch,EUR,0.0,0.0,0.0,667,9170.47,High Income Segment,Premium Investment Services,4650.38,0.0,0.0,0.0,9170.47
3664,4516,2025-02-20,Card Payment,88.52181417661309,Checking Account,Standard,Zaragoza,41.6488,-0.8891,Online,USD,0.0,0.0,0.0,824,4483.42,Middle Income Segment,Mid-tier Savings Booster,76.31,0.0,0.0,0.0,3865.02
3665,4340,2024-05-18,Withdrawal,3597.920254079911,Credit Card,Gold,Madrid,40.4168,-3.7038,ATM,EUR,16.59,0.0,0.0,511,9630.28,High Income Segment,Exclusive Platinum Package,3597.92,16.59,0.0,0.0,9630.28
3666,7410,2024-01-25,Withdrawal,12703.23023468358,Mortgage,Standard,Malaga,36.7213,-4.4214,Online,EUR,0.0,0.0,0.0,650,3516.06,Middle Income Segment,Mid-tier Savings Booster,12703.23,0.0,0.0,0.0,3516.06
3667,1053,2023-10-03,Loan Payment,4542.140421702798,Savings Account,Student,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,0.0,100.65,415,9020.63,High Income Segment,Premium Investment Services,4542.14,0.0,0.0,100.65,9020.63
3668,3575,2023-11-08,Transfer,3874.080302939217,Loan,Gold,Malaga,36.7213,-4.4214,ATM,EUR,0.0,50.68,0.0,633,2256.76,Low Income Segment,Financial Literacy Program Access,3874.08,0.0,50.68,0.0,2256.76
3669,1615,2023-01-13,Withdrawal,1892.65284392603,Checking Account,Business,Valencia,39.4699,-0.3763,Branch,EUR,0.0,0.0,0.0,821,4642.1,Middle Income Segment,Mid-tier Savings Booster,1892.65,0.0,0.0,0.0,4642.1
3670,6944,2024-01-19,Card Payment,4517.077827124883,Credit Card,Platinum,Barcelona,41.3874,2.1686,Branch,USD,38.63,0.0,0.0,674,5711.59,Middle Income Segment,Gold Card with Travel Benefits,3894.03,33.3,0.0,0.0,4923.78
3671,8404,2024-07-28,Deposit,9263.80653864144,Loan,Standard,Malaga,36.7213,-4.4214,Branch,EUR,0.0,75.89,0.0,478,7946.56,High Income Segment,Premium Investment Services,9263.81,0.0,75.89,0.0,7946.56
3672,1954,2024-03-13,Card Payment,1207.778469762572,Checking Account,Student,Madrid,40.4168,-3.7038,ATM,EUR,0.0,0.0,0.0,653,7821.86,High Income Segment,Premium Investment Services,1207.78,0.0,0.0,0.0,7821.86
3673,2629,2024-09-15,Card Payment,11691.6903190608,Mortgage,Business,Valencia,39.4699,-0.3763,Online,EUR,0.0,0.0,0.0,717,6020.41,Middle Income Segment,Mid-tier Savings Booster,11691.69,0.0,0.0,0.0,6020.41
3674,7859,2025-05-19,Deposit,5019.366615059516,Credit Card,Platinum,Madrid,40.4168,-3.7038,Branch,EUR,31.11,0.0,0.0,791,6389.27,Middle Income Segment,Gold Card with Travel Benefits,5019.37,31.11,0.0,0.0,6389.27
3675,9841,2023-12-18,Fee,1104.690169602704,Checking Account,Gold,Madrid,40.4168,-3.7038,Mobile,EUR,0.0,0.0,0.0,824,4151.32,Middle Income Segment,Mid-tier Savings Booster,1104.69,0.0,0.0,0.0,4151.32
